,Postcode,Target,Large User,Total households,Population aged 65+,Females,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile,OA11CD,Clusters
1786,SW1V4NR,0,0.0,0.19135802469135801,0.2916666666666667,0.11728395061728394,0.2857142857142857,0.325,0.25,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,0.0,0.11764705882352941,0.25,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.019230769230769232,0.0125,0.075,0.01818181818181818,0.03409090909090909,0.12195121951219512,0.17075773745997866,0.1636215091764706,0.11363636363636363,0.15240791319190106,E00175278,2
1787,SW1V4NS,0,0.0,0.19135802469135801,0.2777777777777778,0.11728395061728394,0.2857142857142857,0.3,0.25,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.0,0.0,0.11764705882352941,0.25,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.019230769230769232,0.025,0.075,0.01818181818181818,0.03409090909090909,0.12195121951219512,0.17502668089647813,0.16802413270588235,0.11363636363636363,0.1573412513599453,E00175278,2
1788,SW1V4NT,0,0.0,0.2037037037037037,0.3333333333333333,0.14814814814814814,0.2857142857142857,0.35,0.25,0.2222222222222222,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.5,0.0,0.12418300653594772,0.25,0.3125,0.4444444444444444,0.375,0.16666666666666666,0.0,0.0,0.0,0.0,0.057692307692307696,0.0125,0.125,0.03636363636363636,0.03409090909090909,0.0975609756097561,0.192102454642476,0.173062676,0.11363636363636363,0.16113985510341408,E00175278,1
1789,SW1V4NU,0,0.0,0.4382716049382716,0.25,0.36419753086419754,0.14285714285714285,0.275,0.25,0.2222222222222222,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.0,0.0,0.46405228758169936,0.25,0.21875,0.0,0.25,0.3333333333333333,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.25,0.425,0.2727272727272727,0.38636363636363635,0.34146341463414637,0.5496264674493063,0.5276714236470588,0.29545454545454547,0.4760585629233243,E00024071,3
1790,SW1V4NX,0,0.0,0.16049382716049382,0.06944444444444445,0.12345679012345678,0.07142857142857142,0.05,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16993464052287582,0.125,0.09375,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.125,0.15,0.05454545454545454,0.13636363636363635,0.17073170731707318,0.7129135538954109,0.7007154212941177,1.0,0.6570915369300491,E00024065,1
1791,SW1V4NY,0,0.0,0.14814814814814814,0.041666666666666664,0.13580246913580246,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16339869281045752,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.15,0.125,0.09090909090909091,0.13636363636363635,0.12195121951219512,0.6926360725720384,0.6792213288235294,1.0,0.6400200316132796,E00024038,0
1792,SW1V4NZ,0,0.0,0.29012345679012347,0.2361111111111111,0.2839506172839506,0.21428571428571427,0.225,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.2679738562091503,0.25,0.25,0.2222222222222222,0.375,0.16666666666666666,0.0,0.0,0.0,0.0,0.19230769230769232,0.15,0.325,0.07272727272727272,0.20454545454545456,0.24390243902439024,0.4151547491995731,0.39503507823529416,0.20454545454545456,0.35483106113318097,E00024041,2
1793,SW1V4PA,0,0.0,0.2716049382716049,0.1527777777777778,0.2345679012345679,0.14285714285714285,0.15,0.08333333333333333,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.0,0.2549019607843137,0.25,0.15625,0.2222222222222222,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.175,0.225,0.12727272727272726,0.19318181818181818,0.1951219512195122,0.47385272145144075,0.45189504376470585,0.20454545454545456,0.40323398064757127,E00024046,2
1794,SW1V4PB,0,0.0,0.06790123456790123,0.027777777777777776,0.07407407407407407,0.0,0.025,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.08496732026143791,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0625,0.1,0.03636363636363636,0.056818181818181816,0.0975609756097561,0.687299893276414,0.6666666667058824,1.0,0.5914483921652653,E00024046,1
1795,SW1V4PE,0,0.0,0.12345679012345678,0.027777777777777776,0.09259259259259259,0.0,0.025,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.075,0.1,0.05454545454545454,0.09090909090909091,0.0975609756097561,0.5261472785485592,0.4823529411764706,0.20454545454545456,0.4135254712874295,E00024046,1
1796,SW1V4PF,0,0.0,0.1111111111111111,0.06944444444444445,0.1111111111111111,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.125,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0875,0.1,0.05454545454545454,0.09090909090909091,0.0975609756097561,0.6627534685165422,0.641509434,0.38636363636363635,0.5864025264179588,E00024046,1
1797,SW1V4PG,0,0.0,0.13580246913580246,0.06944444444444445,0.12962962962962962,0.07142857142857142,0.075,0.0,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.125,0.0625,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.11538461538461539,0.075,0.125,0.03636363636363636,0.07954545454545454,0.12195121951219512,0.5506937033084311,0.5436609425882353,0.29545454545454547,0.5098418050215636,E00024039,1
1798,SW1V4PP,0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.024390243902439025,0.3831376734258271,0.34674922599999997,0.1590909090909091,0.3028215767886159,E00024061,4
1799,SW1V4PQ,0,0.0,0.09876543209876543,0.013888888888888888,0.06790123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457516339869281,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.075,0.1,0.05454545454545454,0.07954545454545454,0.0975609756097561,0.46531483457844186,0.44351073764705884,0.20454545454545456,0.395597680970589,E00024045,1
1800,SW1V4PR,0,0.0,0.15432098765432098,0.09722222222222222,0.12962962962962962,0.07142857142857142,0.1,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.1895424836601307,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.075,0.175,0.10909090909090909,0.13636363636363635,0.17073170731707318,0.7331910352187834,0.7259073842352941,1.0,0.6885990912106721,E00024056,2
1801,SW1V4PS,0,0.0,0.1419753086419753,0.08333333333333333,0.13580246913580246,0.07142857142857142,0.075,0.0,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.22875816993464052,0.0,0.09375,0.2222222222222222,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.125,0.1,0.09090909090909091,0.22727272727272727,0.14634146341463414,0.8143009605122732,0.8177521008235294,1.0,0.7914775674930686,E00024063,2
1802,SW1V4PY,0,0.0,0.13580246913580246,0.06944444444444445,0.12962962962962962,0.14285714285714285,0.075,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13725490196078433,0.0,0.0625,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.057692307692307696,0.125,0.1,0.0,0.13636363636363635,0.12195121951219512,0.687299893276414,0.6748494672941177,1.0,0.6338096278949219,E00024068,1
1803,SW1V4PZ,0,0.0,0.024691358024691357,0.013888888888888888,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.022727272727272728,0.07317073170731707,0.503735325506937,0.4937611408235294,0.29545454545454547,0.47391819807252433,E00024042,3
1804,SW1V4QA,0,0.0,0.22839506172839505,0.1111111111111111,0.20987654320987653,0.14285714285714285,0.15,0.0,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.1568627450980392,0.125,0.0625,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.1125,0.225,0.05454545454545454,0.11363636363636363,0.1951219512195122,0.5389541088580576,0.517429193882353,0.29545454545454547,0.46963941323399494,E00024039,3
1805,SW1V4QB,0,0.0,0.18518518518518517,0.08333333333333333,0.16049382716049382,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.20915032679738563,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15,0.15,0.10909090909090909,0.17045454545454544,0.17073170731707318,0.5570971184631803,0.5354375896470588,0.29545454545454547,0.4867880045051276,E00024045,2
1806,SW1V4QE,0,0.0,0.15432098765432098,0.1111111111111111,0.16666666666666666,0.07142857142857142,0.1,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.17647058823529413,0.25,0.125,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.057692307692307696,0.1375,0.175,0.09090909090909091,0.13636363636363635,0.12195121951219512,0.575240128068303,0.5528035775294118,0.29545454545454547,0.5055403621539868,E00024046,2
1807,SW1V4QF,0,0.0,0.32098765432098764,0.2222222222222222,0.2716049382716049,0.14285714285714285,0.175,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.33986928104575165,0.625,0.28125,0.2222222222222222,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.1346153846153846,0.175,0.35,0.10909090909090909,0.18181818181818182,0.43902439024390244,0.5827107790821772,0.5616483881176471,0.29545454545454547,0.5130455562500452,E00024042,2
1808,SW1V4QG,0,0.0,0.14814814814814814,0.06944444444444445,0.1419753086419753,0.14285714285714285,0.075,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0625,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.125,0.125,0.05454545454545454,0.17045454545454544,0.12195121951219512,0.7491995731056563,0.7400820792941176,1.0,0.6881154393890552,E00024068,2
1809,SW1V4QH,0,0.0,0.10493827160493827,0.08333333333333333,0.09876543209876543,0.07142857142857142,0.075,0.0,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.1503267973856209,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0625,0.15,0.09090909090909091,0.10227272727272728,0.12195121951219512,0.8580576307363927,0.8620188816470589,1.0,0.8351565447539548,E00024056,2
1810,SW1V4QJ,0,0.0,0.030864197530864196,0.013888888888888888,0.006172839506172839,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.04878048780487805,0.3649946638207044,0.3414071510588235,0.1590909090909091,0.30649410534493726,E00024061,3
1811,SW1V4QQ,0,0.0,0.24691358024691357,0.1388888888888889,0.2037037037037037,0.07142857142857142,0.125,0.08333333333333333,0.1111111111111111,0.2857142857142857,0.0,0.0,0.0,0.0,0.32679738562091504,0.0,0.15625,0.3333333333333333,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.1875,0.15,0.10909090909090909,0.3181818181818182,0.21951219512195122,0.6200640341515475,0.5846630150588236,0.29545454545454547,0.517513705117636,E00024063,2
1812,SW1V4QS,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.0,0.7630736392742796,0.7745098038823529,1.0,0.8141671607563624,E00024068,4
1813,SW1V4QT,0,0.0,0.030864197530864196,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0375,0.025,0.0,0.03409090909090909,0.0,0.8409818569903948,0.8455882352941176,1.0,0.8222683264292339,E00024068,0
1814,SW1V4QU,0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.6926360725720384,0.7058823529411765,0.4318181818181818,0.7291049200854028,E00024063,4
1815,SW1V4QX,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.0,0.7257203842049093,0.7058823529411765,1.0,0.6663208853125577,E00024038,4
1816,SW1V4QZ,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.0,0.6542155816435432,0.6470588235294118,0.38636363636363635,0.609612724751835,E00024038,4
1817,SW1V4RA,0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.011363636363636364,0.0,0.6616862326574173,0.6568627450588236,0.38636363636363635,0.6237897649770779,E00024067,4
1818,SW1V4RB,0,0.0,0.012345679012345678,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.024390243902439025,0.6446104589114194,0.6256684491764706,0.29545454545454547,0.5561761889631681,E00024040,3
1819,SW1V4RD,0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.022727272727272728,0.024390243902439025,0.9413020277481323,0.9728506787058824,1.0,0.9952282158502264,E00024067,3
1820,SW1V4RE,0,0.0,0.024691358024691357,0.013888888888888888,0.043209876543209874,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0375,0.025,0.0,0.022727272727272728,0.04878048780487805,0.9082177161152615,0.9411764705882353,1.0,0.9356846473805547,E00023537,0
1821,SW1V4RF,0,0.0,0.018518518518518517,0.013888888888888888,0.030864197530864196,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0375,0.0,0.0,0.022727272727272728,0.0,0.9039487726787621,0.9264705882352942,1.0,0.8959889351241483,E00023537,3
1822,SW1V4RG,0,0.0,0.05555555555555555,0.027777777777777776,0.07407407407407407,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06535947712418301,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.075,0.03636363636363636,0.056818181818181816,0.04878048780487805,0.823906083244397,0.839311334235294,1.0,0.7825726141728275,E00023545,1
1823,SW1V4RH,0,0.0,0.05555555555555555,0.041666666666666664,0.08641975308641975,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08496732026143791,0.125,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0625,0.1,0.05454545454545454,0.045454545454545456,0.0975609756097561,0.887940234791889,0.9117647058823529,1.0,0.9023994227553859,E00023545,1
1824,SW1V4RJ,0,0.0,0.037037037037037035,0.027777777777777776,0.06790123456790123,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.05,0.01818181818181818,0.03409090909090909,0.024390243902439025,0.9402347918890075,0.9683257918823529,1.0,0.9850756258950271,E00023545,1
1825,SW1V4RL,0,0.0,0.09876543209876543,0.041666666666666664,0.07407407407407407,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08496732026143791,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.125,0.01818181818181818,0.056818181818181816,0.12195121951219512,0.5805763073639274,0.5522208883529411,0.29545454545454547,0.47525600527595485,E00024040,0
1826,SW1V4RN,0,0.0,0.11728395061728394,0.08333333333333333,0.09259259259259259,0.0,0.05,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.10457516339869281,0.125,0.125,0.1111111111111111,0.25,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.075,0.125,0.03636363636363636,0.056818181818181816,0.12195121951219512,0.5816435432230523,0.5609078276470588,0.29545454545454547,0.5071018194238258,E00024040,1
1827,SW1V4RQ,0,0.0,0.012345679012345678,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0125,0.025,0.0,0.022727272727272728,0.024390243902439025,0.847385272145144,0.8529411764705882,1.0,0.8351565447539548,E00023545,3
1828,SW1V4RR,0,0.0,0.06790123456790123,0.027777777777777776,0.07407407407407407,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.0,0.03125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.125,0.01818181818181818,0.056818181818181816,0.12195121951219512,0.5485592315901814,0.5176470588235295,0.29545454545454547,0.4553941908593688,E00024040,1
1829,SW1V4RS,0,0.0,0.16049382716049382,0.06944444444444445,0.12962962962962962,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.175,0.01818181818181818,0.10227272727272728,0.12195121951219512,0.384204909284952,0.3613789777647059,0.1590909090909091,0.32457960258710206,E00024041,2
1830,SW1V4RU,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.01818181818181818,0.0,0.024390243902439025,0.8249733191035219,0.8470588235294118,1.0,0.7995850623070194,E00024068,0
1831,SW1V4RW,0,0.0,0.06790123456790123,0.013888888888888888,0.08024691358024691,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.075,0.075,0.01818181818181818,0.06818181818181818,0.07317073170731707,0.7929562433297759,0.8014705882352942,1.0,0.7188593280098639,E00024038,0
1832,SW1V4RZ,0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.9413020277481323,0.9663865545882352,1.0,0.9867219917831304,E00024041,4
1833,SW1W0AE,1,0.0,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.04878048780487805,0.29562433297758806,0.28571428576470587,0.1590909090909091,0.2689064382007391,E00023946,3
1834,SW1W0BD,1,0.0,0.030864197530864196,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.025,0.01818181818181818,0.045454545454545456,0.07317073170731707,0.6008537886872999,0.5815126050588235,0.29545454545454547,0.541090364343659,E00023946,0
1835,SW1W0DH,1,0.0,0.024691358024691357,0.0,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0125,0.1,0.01818181818181818,0.022727272727272728,0.04878048780487805,0.663820704375667,0.6265984655294118,0.29545454545454547,0.5725343121429488,E00023689,3
1836,SW1W0EJ,0,0.0,0.04938271604938271,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.025,0.01818181818181818,0.045454545454545456,0.07317073170731707,0.6937033084311632,0.6803069054117648,1.0,0.6361946749615099,E00023946,0
1837,SW1W0EN,0,0.0,0.037037037037037035,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.025,0.01818181818181818,0.03409090909090909,0.04878048780487805,0.6328708644610459,0.6229260935294118,0.38636363636363635,0.5890560166463946,E00023946,0
1838,SW1W0EU,1,0.0,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.04878048780487805,0.5720384204909285,0.5568627450588235,0.29545454545454547,0.5217150761719265,E00023946,3
1839,SW1W0JA,0,0.0,0.08641975308641975,0.041666666666666664,0.08641975308641975,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0915032679738562,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.125,0.05454545454545454,0.045454545454545456,0.0975609756097561,0.7641408751334045,0.7568627450588236,1.0,0.7040019655978424,E00023689,1
1840,SW1W0JJ,0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.695837780149413,0.6862745097647059,0.4318181818181818,0.6521438450873148,E00023946,4
1841,SW1W0JN,1,0.0,0.037037037037037035,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.025,0.01818181818181818,0.056818181818181816,0.07317073170731707,0.5795090715048026,0.5602240896470588,0.29545454545454547,0.519824804175919,E00023946,0
1842,SW1W0JP,1,0.0,0.06172839506172839,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.1,0.03636363636363636,0.045454545454545456,0.04878048780487805,0.7481323372465315,0.7437686938823529,1.0,0.7208664464332669,E00023689,0
1843,SW1W0JR,1,0.0,0.030864197530864196,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.025,0.1,0.0,0.022727272727272728,0.04878048780487805,0.8356456776947705,0.831202046,1.0,0.797064699588968,E00023689,0
1844,SW1W0LB,1,0.0,0.030864197530864196,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.03409090909090909,0.04878048780487805,0.7694770544290288,0.7870182555294118,1.0,0.814535395536476,E00024048,0
1845,SW1W0LH,1,0.0,0.006172839506172839,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5656350053361793,0.5630252101176471,0.29545454545454547,0.5422717842773669,E00023661,4
1846,SW1W0LJ,0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.075,0.03636363636363636,0.06818181818181818,0.07317073170731707,0.7524012806830309,0.7458823529411764,1.0,0.703848344382062,E00023661,0
1847,SW1W0LN,0,0.0,0.08641975308641975,0.06944444444444445,0.13580246913580246,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12418300653594772,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0625,0.175,0.07272727272727272,0.056818181818181816,0.14634146341463414,0.9103521878335112,0.9339525283529411,1.0,0.9119172566648894,E00023689,2
1848,SW1W0LP,0,0.0,0.043209876543209874,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.03636363636363636,0.045454545454545456,0.04878048780487805,0.7716115261472786,0.7616099071764706,1.0,0.7140751256235747,E00023661,0
1849,SW1W0LS,0,0.0,0.08641975308641975,0.041666666666666664,0.09259259259259259,0.0,0.025,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.075,0.1,0.05454545454545454,0.07954545454545454,0.12195121951219512,0.855923159018143,0.875329236117647,1.0,0.8432256901073215,E00023661,1
