,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea
111,0.0,28.0,0.0,Working - Full Time (30+ HRS),White - British,4,4,4,4,6,6,4,4,3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,121.0,0.0,2.0,,0.0,3,9,9,9,6,1,1.0,1.0,None of these,1.0,9,W104AJ,Queen's Park,E00023875
112,1.0,,0.0,Registered Unemployed (Job Seeker's Allowance),Mixed - White and Black - Caribbean,5,4,6,4,6,6,4,4,4,4,4,4,1.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),2,1.0,2.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,122.0,0.0,1.0,0.0,0.0,3,10,10,9,5,1,2.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W93AL,Queen's Park,E00023851
113,0.0,,1.0,Working - Full Time (30+ HRS),White - British,2,3,2,4,2,2,3,4,3,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,4,3,2,2.0,2,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,0.0,0.0,0.0,4.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Owns With A Mortgage Or Loan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,123.0,0.0,3.0,0.0,0.0,3,10,10,10,3,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W104AJ,Queen's Park,E00023875
114,0.0,61.0,0.0,"Unemployed, Not Registered-Seeking Work",White - British,4,3,6,4,6,4,4,4,4,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2.0,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,124.0,0.0,2.0,,0.0,3,11,10,10,5,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,W104AJ,Queen's Park,E00023875
115,0.0,,1.0,Working - Full Time (30+ HRS),White - British,4,4,3,4,6,6,3,4,3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,2.0,3,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,0.0,0.0,3.0,4.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,0.0,2.0,0.0,0.0,3,11,11,11,6,2,1.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,W93AL,Queen's Park,E00023851
116,0.0,,1.0,Working - Full Time (30+ HRS),Mixed - White and Asian ,4,5,3,4,6,4,3,4,4,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Part Owns And Part Rents (shared Ownership),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,126.0,0.0,2.0,0.0,0.0,3,11,11,11,1,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W93AL,Queen's Park,E00023851
117,0.0,,1.0,Working - Full Time (30+ HRS),White - British,4,3,4,4,2,3,2,4,3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Owns With A Mortgage Or Loan,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,127.0,0.0,4.0,,0.0,3,10,10,10,4,2,1.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,W104AJ,Queen's Park,E00023875
118,1.0,,1.0,Registered Unemployed (Job Seeker's Allowance),Black or Black British - African ,3,4,6,3,4,4,3,4,3,4,6,4,0.0,0.0,0.0,0.0,5.0,6.0,2,2,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Rents (With Or Without Housing Benefit),3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,0.0,0.0,3,11,10,10,5,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,8,W93AL,Queen's Park,E00023851
119,1.0,,1.0,Retired,Black or Black British -  Caribbean,5,5,6,5,6,6,5,5,4,5,6,4,0.0,0.0,0.0,0.0,5.0,6.0,3,3,3,3.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Owns Outright,5,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,129.0,0.0,2.0,,,2,6,7,7,9,1,3.0,3.0,NHS GP in the Westminster City Council Area,1.0,8,W104AJ,Queen's Park,E00023875
120,0.0,51.0,0.0,Working - Full Time (30+ HRS),White - British,4,4,5,4,5,3,4,4,4,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3.0,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,130.0,0.0,3.0,2.0,1.0,3,9,8,9,6,2,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,5,W91AW,Little Venice,E00023745
121,0.0,48.0,0.0,Working - Full Time (30+ HRS),White - British,5,5,5,5,4,5,5,4,5,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,131.0,0.0,3.0,2.0,0.0,3,10,9,9,8,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W91AD,Little Venice,E00023759
122,0.0,42.0,1.0,Working - Full Time (30+ HRS),Mixed - White and Black - Caribbean,5,5,5,4,4,6,5,4,5,4,6,5,0.0,0.0,3.0,0.0,0.0,0.0,3,3,4,3.0,3,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,132.0,0.0,2.0,2.0,1.0,3,8,8,8,7,2,1.0,2.0,NHS GP in the Westminster City Council Area,1.0,4,W91AN,Little Venice,E00023755
123,0.0,67.0,0.0,Retired,White - British,4,4,5,3,3,4,4,4,4,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,133.0,0.0,2.0,0.0,0.0,3,9,9,8,9,2,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W91AW,Little Venice,E00023745
124,0.0,55.0,0.0,Working - Full Time (30+ HRS),Asian or Asian British - Indian,5,5,5,5,5,6,5,5,5,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3.0,3,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,134.0,0.0,4.0,1.0,0.0,3,9,10,9,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,8,W91AA,Little Venice,E00023759
125,0.0,63.0,1.0,Unemployed due to ill health,White - British,5,5,4,4,2,6,5,4,5,4,6,5,1.0,0.0,0.0,0.0,0.0,6.0,3,3,3,3.0,6,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,135.0,0.0,3.0,0.0,0.0,2,8,8,9,7,1,2.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W91AH,Little Venice,E00023745
126,0.0,40.0,0.0,Working - Full Time (30+ HRS),Mixed - White and Black - African,5,5,5,4,5,4,5,5,5,4,6,4,0.0,2.0,0.0,0.0,0.0,6.0,3,3,3,2.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Rents A Room In A Shared Property,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,136.0,0.0,1.0,0.0,1.0,3,8,9,9,8,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,7,W91AN,Little Venice,E00023755
127,0.0,49.0,1.0,Working - Full Time (30+ HRS),White - Irish,5,5,5,4,5,5,4,4,5,4,4,4,1.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,137.0,0.0,3.0,1.0,1.0,3,8,9,9,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W91AN,Little Venice,E00023755
128,0.0,49.0,1.0,Working - Full Time (30+ HRS),White - British,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,138.0,0.0,3.0,0.0,0.0,3,11,10,11,10,1,1.0,1.0,NHS GP Elsewhere in London,1.0,9,SW1A1PH,St. James's,E00023937
129,0.0,24.0,0.0,Working - Full Time (30+ HRS),White - British,5,4,5,4,5,5,4,5,5,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,139.0,0.0,2.0,0.0,0.0,3,11,10,11,11,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,6,SW1A1NR,St. James's,E00023937
130,0.0,65.0,1.0,Working - Part Time (8 - 16 HRS),White - British,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,140.0,0.0,2.0,0.0,0.0,3,11,11,11,10,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,SW1A1RA,St. James's,E00023937
131,0.0,71.0,0.0,Retired,White - British,4,5,6,4,5,6,5,4,5,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,141.0,0.0,2.0,0.0,0.0,3,11,9,11,10,2,2.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,SW1A1PL,St. James's,E00023937
132,0.0,57.0,0.0,Working - Full Time (30+ HRS),White - British,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,2.0,3,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Owns Outright,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,142.0,0.0,2.0,0.0,0.0,3,10,11,9,10,1,1.0,1.0,NHS GP Elsewhere in London,1.0,5,SW1A1PH,St. James's,E00023937
133,0.0,41.0,1.0,Working - Full Time (30+ HRS),Black or Black British - African ,5,5,5,4,5,6,5,5,5,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3.0,3,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,143.0,0.0,4.0,1.0,0.0,3,10,11,9,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,8,SW1A1HD,St. James's,E00023937
134,0.0,51.0,0.0,Working - Full Time (30+ HRS),White - British,5,5,5,5,4,6,5,5,5,5,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,,,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,144.0,0.0,2.0,0.0,0.0,3,11,10,9,8,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,7,SW1A1NH,St. James's,E00023937
135,0.0,40.0,1.0,Working - Full Time (30+ HRS),Black or Black British - African ,5,5,5,5,5,6,5,5,5,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,145.0,0.0,3.0,0.0,0.0,3,7,9,8,6,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,7,SW1A1HA,St. James's,E00023937
136,0.0,70.0,0.0,Retired,White - British,3,3,6,3,1,6,3,3,1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,Owns Outright,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,146.0,0.0,,,0.0,3,9,8,7,5,4,4.0,4.0,NHS GP in the Westminster City Council Area,1.0,9,NW80EG,Abbey Road,E00023413
137,0.0,35.0,0.0,Home maker,Any - Other White background (type in),1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,147.0,0.0,3.0,2.0,0.0,3,11,9,9,4,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,4,SW1W8QD,Churchill,E00023546
138,1.0,77.0,1.0,Retired,White - British,1,1,1,1,1,1,5,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,148.0,0.0,1.0,0.0,0.0,1,5,7,4,6,3,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,SW1W8RZ,Churchill,E00023546
139,0.0,42.0,1.0,Working - Full Time (30+ HRS),(Refused),5,5,1,1,1,5,3,5,5,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,149.0,0.0,2.0,2.0,0.0,3,9,10,8,3,1,1.0,1.0,Private GP in Westminster/Elsewhere,0.0,5,SW1W8QD,Churchill,E00023546
140,0.0,50.0,1.0,Working - Full Time (30+ HRS),Asian or Asian British - Any other Asian Background (type in),1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,150.0,0.0,1.0,0.0,0.0,3,10,9,9,3,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,5,SW1W8QD,Churchill,E00023546
141,0.0,46.0,1.0,Working - Full Time (30+ HRS),White - British,5,3,5,5,3,5,3,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,151.0,0.0,1.0,0.0,0.0,3,7,7,6,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,5,SW1W8QD,Churchill,E00023546
142,0.0,67.0,1.0,Retired,White - British,2,1,1,1,1,1,3,1,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,3.0,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,152.0,0.0,1.0,0.0,0.0,3,9,11,10,9,4,4.0,4.0,NHS GP in the Westminster City Council Area,1.0,9,SW1W8RQ,Churchill,E00023546
143,0.0,22.0,0.0,Full-Time Student,Any - Other White background (type in),4,4,4,4,4,4,4,4,4,4,5,3,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,5.0,,5.0,,,,,,0.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,153.0,0.0,1.0,0.0,0.0,3,11,10,10,4,1,1.0,1.0,None of these,0.0,3,SW1W8QD,Churchill,E00023546
144,0.0,48.0,0.0,"Unemployed, Not Registered-Seeking Work",White - British,5,4,4,4,4,4,5,4,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,3.0,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,154.0,0.0,1.0,0.0,0.0,1,7,7,6,5,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,8,SW1W8RY,Churchill,E00023533
145,0.0,53.0,0.0,Working - Full Time (30+ HRS),White - Western European (type in),4,4,4,4,5,6,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Rents (With Or Without Housing Benefit),5,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,155.0,0.0,2.0,0.0,0.0,3,11,9,9,10,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,8,SW1V4AS,Churchill,E00023535
146,0.0,16.0,0.0,Full-Time Student,White - British,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,5,Rents (With Or Without Housing Benefit),6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1048.0,3.0,2.0,1.0,3,12,12,12,12,4,4.0,4.0,NHS GP in the Westminster City Council Area,1.0,9,SW1V4AS,Churchill,E00023535
147,0.0,47.0,1.0,Working - Full Time (30+ HRS),White - British,5,3,5,3,4,6,3,3,4,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,6,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,,2.0,,,,,2.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,157.0,0.0,1.0,1.0,1.0,3,7,11,7,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,SW1W8LL,Churchill,E00023561
148,0.0,50.0,1.0,Working - Part Time (8 - 16 HRS),Asian or Asian British - Indian,3,2,2,3,3,2,2,3,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,158.0,0.0,1.0,0.0,0.0,3,8,7,9,2,3,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,SW1W8LL,Churchill,E00023561
149,0.0,62.0,1.0,Working - Part Time (8 - 16 HRS),White - British,5,5,3,3,1,6,1,3,3,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Rents (With Or Without Housing Benefit),3,0.0,2.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,159.0,0.0,5.0,3.0,1.0,3,10,10,10,1,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,SW1V4AS,Churchill,E00023535
