,pcd7,Large User,Total households,Population aged 65+,Females,Females aged 5-9,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 5-9,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,PC_Area,Target,Mean Income,Median Income,Mode Income,Lower Quartile
760,NW89AB,0,57,10,37,0,1,7,1,1,1,1,1,1,0,42,4,1,3,1,1,0,0,0,0,0,5,20,5,5,23,7,NW,0,48600,42355.07246,32500,26313.46578
761,NW89AD,0,34,5,24,1,1,3,1,0,1,0,0,0,0,24,2,1,2,1,0,0,0,0,0,0,4,12,4,3,13,4,NW,0,47200,40601.65975,22500,24804.96454
762,NW89AE,0,23,4,21,1,1,2,0,0,1,0,0,0,0,23,2,1,2,1,0,0,0,0,0,0,4,11,3,3,12,4,NW,0,56900,50136.9863,42500,32469.5122
763,NW89AN,0,25,5,30,2,1,3,1,0,0,1,0,0,0,25,1,1,2,0,0,0,1,0,0,0,5,16,4,3,15,4,NW,0,44500,38376.28866,22500,23660.71429
764,NW89AP,0,15,4,16,1,1,3,1,1,0,0,0,0,0,13,1,0,1,1,0,0,0,0,0,0,3,5,4,3,5,3,NW,0,66100,58641.97531,110000,36882.35294
765,NW89AQ,0,22,5,25,1,1,3,1,0,1,0,0,0,0,27,3,1,2,1,0,0,0,0,0,0,4,13,4,3,15,4,NW,0,74600,68009.25926,110000,45595.2381
766,NW89AR,0,10,2,13,1,1,2,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,4,4,1,4,3,NW,0,66200,59137.93103,110000,38706.89655
767,NW89AS,0,39,12,57,4,2,8,2,1,1,1,0,1,0,48,4,1,4,1,1,1,0,0,0,0,10,21,14,7,20,13,NW,0,79800,73359.78836,110000,49408.867
768,NW89AT,0,53,21,57,3,2,11,2,2,1,1,1,1,1,62,4,3,10,2,2,1,1,1,0,0,15,17,11,15,19,14,NW,0,68000,60867.34694,110000,39557.82313
769,NW89AU,0,41,8,36,3,1,5,1,1,0,1,0,1,0,32,3,1,3,1,1,0,0,0,0,0,5,14,9,5,13,8,NW,0,62800,55801.68776,47500,36078.43137
770,NW89AX,0,33,10,39,3,2,7,1,1,1,1,0,1,0,33,3,1,3,1,1,0,0,0,0,0,6,14,9,5,13,9,NW,0,76700,70096.15385,110000,46592.17877
771,NW89AZ,0,8,0,8,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,2,3,2,2,5,3,NW,0,78500,72250,110000,49186.04651
772,NW89BF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NW,0,37800,33500,22500,21363.63636
773,NW89BH,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,NW,0,59900,53541.66667,32500,34038.46154
774,NW89BJ,0,55,14,50,6,1,7,2,2,1,1,0,0,0,61,8,1,7,1,2,0,2,1,0,0,12,17,8,12,21,13,NW,0,69800,62516.66667,110000,40447.28435
775,NW89BL,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NW,0,88200,82142.85714,110000,58000
776,NW89BP,0,2,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,NW,0,81700,75000,110000,51000
777,NW89BQ,0,14,6,16,2,1,3,1,0,1,0,0,0,0,18,2,1,3,1,1,0,0,0,0,0,2,4,5,4,4,5,NW,0,44300,37761.90476,22500,22857.14286
778,NW89BS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NW,0,91200,83333.33333,110000,56000
779,NW89BT,0,30,7,23,2,1,3,1,1,0,0,0,0,0,25,2,1,4,1,1,1,0,0,0,0,3,11,4,4,11,4,NW,0,63100,55158.22785,110000,34093.40659
780,NW89BU,0,30,7,22,2,1,3,1,1,0,0,0,0,0,25,2,1,4,1,1,1,0,0,0,0,4,11,2,4,11,4,NW,0,50600,44178.08219,32500,27697.36842
781,NW89BW,0,55,21,61,7,1,13,3,2,2,2,1,1,1,69,9,1,8,1,2,0,2,1,1,0,12,17,12,15,22,15,NW,0,66400,59265.17572,110000,38401.89873
782,NW89BX,0,30,7,19,2,1,3,1,1,0,0,0,0,0,22,1,1,4,1,1,1,0,0,0,0,4,8,2,4,9,4,NW,0,49000,43066.66667,32500,27194.09283
783,NW89BY,0,32,8,25,2,1,4,2,1,0,0,0,0,0,30,2,1,4,1,1,1,0,0,0,0,4,11,4,5,14,5,NW,0,64600,57459.45946,110000,37357.51295
784,NW89DA,0,46,7,31,1,1,4,1,0,1,0,1,0,0,34,3,1,3,1,1,0,0,0,0,0,5,16,5,4,16,8,NW,0,53800,46926.75159,32500,29646.15385
785,NW89DB,0,18,3,16,1,1,2,0,0,1,0,0,0,0,22,2,1,1,0,0,0,0,0,0,0,2,10,1,3,12,4,NW,0,58300,50148.51485,32500,30860.65574
786,NW89DD,0,33,20,36,2,3,11,1,2,3,1,1,0,0,38,1,3,9,1,2,1,1,1,0,0,6,7,10,12,7,9,NW,0,66400,59123.71134,110000,39030.61224
787,NW89DE,0,11,6,15,1,1,3,1,1,0,0,0,0,0,21,1,1,3,1,0,1,0,0,0,0,2,8,1,4,10,3,NW,0,71700,64274.19355,110000,42661.29032
788,NW89DN,0,62,11,41,1,2,6,1,1,0,1,1,0,0,37,0,1,5,1,2,0,1,0,0,0,4,23,7,6,19,7,NW,0,50800,44463.89497,32500,28110.4034
789,NW89DP,0,69,18,56,2,2,8,2,1,1,1,1,0,0,54,1,2,10,2,3,0,1,1,1,0,6,29,11,9,25,9,NW,0,50100,43928.57143,32500,27929.10448
790,NW89DR,0,21,4,23,1,1,3,1,0,0,1,0,0,0,18,1,1,1,0,0,0,0,0,0,0,4,11,4,3,10,3,NW,0,63100,55598.2906,110000,35387.5969
791,NW89DS,0,58,15,49,3,2,9,2,1,1,1,1,1,0,43,3,1,6,1,1,1,1,1,0,0,9,20,8,7,21,6,NW,0,46100,40205.47945,32500,25283.40081
792,NW89DT,0,57,12,45,2,2,7,2,1,1,1,0,0,0,42,2,1,5,1,1,0,1,1,0,0,9,21,6,7,21,7,NW,0,50600,44176.61098,32500,27871.85355
793,NW89DU,0,55,10,41,2,1,5,1,1,1,1,0,0,0,40,2,1,5,0,1,1,1,1,0,0,6,21,7,8,19,6,NW,0,47600,41416.25616,32500,25844.44444
794,NW89DX,0,22,2,21,2,1,2,1,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,3,9,5,3,8,4,NW,0,60300,53074.07407,42500,34027.77778
795,NW89DY,0,23,3,23,2,1,2,1,0,0,0,0,0,0,18,2,0,1,1,0,0,0,0,0,0,4,9,6,3,8,4,NW,0,55400,48662.42038,32500,30818.18182
796,NW89EA,0,4,0,6,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,NW,0,82300,75937.5,110000,51666.66667
797,NW89EB,0,10,3,14,1,1,2,1,0,0,0,0,0,0,13,1,0,1,0,1,0,0,0,0,0,3,5,3,3,5,3,NW,0,57200,49538.46154,32500,30869.56522
798,NW89ED,0,5,0,10,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,4,3,0,4,3,NW,0,63800,55967.74194,42500,37941.17647
799,NW89EH,0,20,6,20,1,1,4,1,1,1,0,0,0,0,18,1,0,2,1,0,1,0,0,0,0,1,9,5,1,9,5,NW,0,57400,50937.5,42500,33191.48936
800,NW89EJ,0,38,11,33,1,2,6,1,1,1,1,0,0,0,29,1,1,5,1,1,1,0,1,0,0,4,16,6,2,14,7,NW,0,56500,49215.68627,32500,31162.36162
801,NW89EL,0,40,13,35,1,2,8,1,1,1,1,1,1,0,29,1,1,5,1,1,1,0,1,0,0,4,16,6,2,14,7,NW,0,50300,44107.74411,32500,27882.73616
802,NW89EN,0,28,10,26,1,1,6,1,2,1,1,0,0,0,27,1,1,4,1,1,0,1,0,0,0,4,11,4,5,12,5,NW,0,60200,53017.24138,42500,34243.24324
803,NW89EP,0,28,10,29,1,2,6,1,1,1,1,0,0,0,27,1,1,4,1,1,1,0,0,0,0,3,13,6,3,13,6,NW,0,67500,60263.15789,110000,38612.90323
804,NW89ER,0,13,3,16,3,0,2,1,1,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,3,6,2,5,6,3,NW,0,61300,53896.1039,42500,34096.38554
805,NW89ES,0,32,13,47,7,1,6,2,1,1,0,1,0,0,47,4,3,7,1,1,1,0,1,0,0,10,17,7,13,15,8,NW,0,75400,68742.13836,110000,46393.44262
806,NW89ET,0,22,10,32,4,1,4,1,1,1,0,0,0,0,31,2,2,6,1,1,1,0,1,0,0,8,11,5,8,10,5,NW,0,72100,65238.09524,110000,42941.17647
807,NW89EU,0,26,10,39,6,1,4,1,1,1,0,0,0,0,39,3,2,6,1,1,1,0,1,0,0,9,14,6,11,13,6,NW,0,72300,65795.45455,110000,44586.2069
808,NW89GS,0,14,4,14,1,1,3,1,0,1,0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,3,4,3,3,5,3,NW,0,59900,53202.24719,42500,34673.91304
809,NW89HD,0,61,18,61,3,2,11,3,4,1,0,1,0,0,51,2,1,7,2,1,1,1,1,0,0,15,16,16,5,23,14,NW,0,34000,28823.52941,17500,17645.11873
810,NW89HE,0,62,18,60,3,2,9,3,3,1,0,0,0,0,56,2,2,9,3,1,1,1,1,0,0,15,16,17,5,25,15,NW,0,37600,31431.19266,17500,19028.36879
811,NW89HG,0,60,26,70,7,2,13,3,4,0,2,1,1,0,78,4,1,13,3,2,3,2,1,1,0,15,19,16,16,24,21,NW,0,36100,31062.5,17500,19234.10405
812,NW89HH,0,30,11,27,1,1,6,1,1,1,1,1,0,0,33,2,1,5,2,1,1,0,0,0,0,3,13,4,6,14,6,NW,0,44900,39265.30612,32500,24828.89734
813,NW89HJ,0,23,14,26,1,1,8,2,2,1,2,0,0,0,28,2,1,6,2,1,2,0,0,0,0,4,8,5,6,8,6,NW,0,29400,24725.08591,17500,15508.98204
814,NW89HL,0,37,6,27,1,1,4,2,1,0,0,0,0,0,33,3,1,2,0,1,0,0,0,0,0,4,12,6,6,16,6,NW,0,48700,42554.74453,32500,26677.9661
815,NW89HN,0,14,2,11,1,0,1,1,0,0,0,0,0,0,14,1,0,1,0,1,0,0,0,0,0,1,5,3,2,6,4,NW,0,51200,45252.52525,32500,28798.07692
816,NW89HP,0,54,16,53,2,2,7,3,2,0,0,0,0,0,64,5,1,9,2,2,1,1,1,1,0,9,21,14,11,26,13,NW,0,59500,52454.26829,42500,33435.75419
817,NW89HR,0,35,8,29,1,1,4,2,1,0,0,0,0,0,35,3,1,4,1,1,0,1,0,0,0,6,12,6,6,15,7,NW,0,49100,42968.75,32500,26794.87179
818,NW89HS,0,18,4,17,1,1,3,1,1,0,0,0,0,0,20,2,0,1,0,1,0,0,0,0,0,2,7,4,4,9,4,NW,0,46300,41050.72464,32500,25933.33333
819,NW89JA,0,7,4,11,1,1,2,1,0,0,0,0,0,0,12,1,1,2,1,0,0,0,0,0,0,2,2,4,2,3,4,NW,1,84800,79310.34483,110000,53857.14286
820,NW89JB,0,5,3,8,1,1,2,1,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,1,1,3,1,2,3,NW,1,88300,82343.75,110000,57600
821,NW89JD,0,8,4,15,1,1,2,1,0,0,0,0,0,0,14,1,1,2,1,0,0,0,0,0,0,4,4,4,4,3,4,NW,1,78700,71410.25641,110000,48068.18182
822,NW89JE,0,16,9,27,1,1,5,2,1,1,0,0,0,0,26,2,1,4,2,1,0,0,0,0,0,8,7,6,6,7,7,NW,1,84700,78787.87879,110000,53481.01266
823,NW89JG,0,6,1,4,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,1,1,2,1,2,2,NW,0,79300,73000,110000,49531.25
824,NW89JH,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NW,0,73300,67916.66667,110000,48461.53846
825,NW89JL,0,23,8,22,1,1,5,1,1,1,1,0,0,0,25,1,1,3,1,0,0,1,0,0,0,3,10,3,5,11,5,NW,0,58200,50451.12782,32500,31464.96815
826,NW89JN,0,22,12,28,2,1,7,1,2,1,1,1,0,0,28,1,1,5,1,1,0,1,1,0,0,4,11,4,5,12,5,NW,0,64600,57355.3719,110000,36317.82946
827,NW89JP,0,10,5,18,1,1,3,1,1,0,0,0,0,0,16,1,1,2,1,0,0,0,0,0,0,4,5,5,5,4,4,NW,0,85500,79268.29268,110000,53571.42857
828,NW89JR,0,7,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,3,1,2,4,2,NW,0,71200,63461.53846,110000,41750
829,NW89JS,0,5,2,7,0,0,2,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,1,NW,0,69800,62580.64516,110000,42903.22581
830,NW89JT,0,45,17,40,2,2,11,2,2,2,1,1,1,0,37,2,1,6,2,1,0,1,1,0,0,6,16,5,7,16,6,NW,0,58300,50749.06367,32500,31938.11075
831,NW89JX,0,10,4,17,1,1,2,1,0,0,0,0,0,0,17,1,1,2,1,0,0,0,0,0,0,4,5,5,5,5,4,NW,0,88600,81610.16949,110000,55204.08163
832,NW89JY,0,7,2,7,1,0,1,1,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,3,NW,0,79000,71875,110000,47567.56757
833,NW89LA,0,2,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,NW,0,88200,82692.30769,110000,58500
834,NW89LB,0,7,4,11,1,1,2,1,0,0,0,0,0,0,12,1,1,2,1,0,0,0,0,0,0,2,3,3,2,3,4,NW,0,72000,64230.76923,110000,42179.48718
835,NW89LD,0,58,26,61,5,3,16,3,4,2,2,1,1,0,55,4,2,10,2,1,2,2,1,0,0,9,14,17,14,12,15,NW,0,53100,45242.5876,32500,27712.26415
836,NW89LJ,0,6,5,12,1,1,3,0,1,1,0,0,0,0,10,1,1,2,0,1,0,0,0,0,0,1,3,4,2,2,3,NW,0,79000,71964.28571,110000,47968.75
837,NW89LL,0,23,7,22,0,1,5,1,1,1,1,0,0,0,18,1,1,2,0,1,0,0,0,0,0,3,11,3,2,10,3,NW,0,54600,47875,32500,30584.79532
838,NW89LN,0,38,10,32,1,1,7,1,1,2,1,1,0,0,32,1,1,3,1,1,0,0,0,0,0,5,15,4,5,17,6,NW,0,58600,51493.50649,42500,32790.69767
839,NW89LP,0,38,10,31,1,1,7,1,1,2,1,1,0,0,32,1,1,3,0,1,1,0,0,0,0,3,17,3,5,18,5,NW,0,50800,44595.07042,32500,28391.00346
840,NW89LR,0,37,8,27,1,1,5,1,1,1,1,0,0,0,29,1,1,3,0,1,1,0,0,0,0,3,14,4,4,17,4,NW,0,53500,46833.97683,32500,29981.06061
841,NW89LS,0,38,8,28,1,1,5,1,1,1,1,0,0,0,30,1,1,3,0,1,1,0,0,0,0,3,15,4,4,17,5,NW,0,49500,43303.57143,32500,27188.55219
842,NW89LT,0,37,8,28,1,1,5,1,1,1,1,0,0,0,28,1,1,3,0,1,1,0,0,0,0,4,14,4,4,15,5,NW,0,53700,45924.36975,32500,28239.70037
843,NW89LU,0,38,8,28,1,1,5,1,1,1,1,0,0,0,29,1,1,3,0,1,1,0,0,0,0,3,15,4,4,17,4,NW,0,56500,48846.15385,32500,30391.79104
844,NW89LX,0,43,10,35,0,1,7,1,1,2,1,1,0,0,34,1,1,3,0,1,1,0,0,0,0,3,20,5,5,20,5,NW,0,71100,64056.2249,110000,42854.25101
845,NW89LY,0,3,2,4,0,1,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,NW,0,75200,67857.14286,110000,44687.5
846,NW89NB,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,NW,0,62100,55833.33333,47500,36923.07692
847,NW89ND,0,6,0,7,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,4,0,2,4,1,NW,0,69500,62297.2973,110000,42894.73684
848,NW89NE,0,7,5,12,1,1,3,0,1,1,0,0,0,0,10,1,1,2,0,1,0,0,0,0,0,1,3,4,2,2,3,NW,0,68600,61625,110000,40714.28571
849,NW89NG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,NW,0,58200,52500,32500,34285.71429
850,NW89NN,0,14,9,14,1,1,5,1,1,1,1,0,0,0,15,1,1,4,1,1,0,1,0,0,0,1,3,4,5,2,3,NW,0,46400,40462.96296,32500,25672.26891
851,NW89NP,0,34,13,20,1,2,7,1,1,2,1,0,0,0,18,0,2,6,1,1,1,1,0,0,0,1,5,6,3,5,4,NW,0,27700,23882.97872,17500,15484.17132
852,NW89PA,0,55,14,49,1,2,8,1,1,1,2,1,0,0,52,4,1,6,1,1,1,1,1,0,0,9,19,12,12,22,8,NW,0,63400,55525.42373,110000,34792.28487
853,NW89PB,0,47,13,45,2,1,8,1,1,2,2,1,0,0,48,4,2,5,1,1,0,0,1,0,0,7,17,11,11,18,10,NW,0,59000,51881.5331,42500,33063.49206
854,NW89PD,0,5,0,8,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,4,3,2,5,2,NW,1,72900,65416.66667,110000,43571.42857
855,NW89PE,0,1,1,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NW,0,43800,40000,22500,25555.55556
856,NW89PG,0,11,11,21,2,1,6,2,1,1,1,0,0,0,25,1,1,5,1,1,1,1,0,0,0,4,4,5,7,6,6,NW,0,77400,70480.76923,110000,47083.33333
857,NW89PJ,0,13,7,16,1,1,4,1,1,1,0,0,0,0,17,1,1,3,1,0,0,1,0,0,0,3,4,4,5,3,5,NW,0,77700,70923.07692,110000,48356.16438
858,NW89PN,0,43,23,45,3,3,12,4,2,2,1,0,0,0,46,2,3,11,3,1,1,2,1,0,0,9,10,11,12,9,12,NW,0,54800,48208.46906,32500,31180.12422
859,NW89PP,0,14,4,14,1,1,3,1,1,0,0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,2,7,1,3,6,2,NW,0,61300,54022.98851,42500,34944.44444
860,NW89PR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NW,1,84700,80714.28571,110000,56000
861,NW89PS,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,NW,0,73400,66000,110000,43636.36364
862,NW89PT,0,6,3,11,1,1,2,1,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,2,4,2,2,4,3,NW,0,76300,69464.28571,110000,45468.75
863,NW89PU,0,38,18,59,7,4,9,2,1,1,1,0,0,0,65,6,3,9,2,2,1,1,0,0,0,12,19,12,13,21,16,NW,0,82500,76337.57962,110000,52131.9797
864,NW89PX,0,57,13,51,6,3,7,2,1,1,0,0,0,0,56,5,3,6,1,1,0,1,0,0,0,11,17,10,11,18,16,NW,0,68000,61024.46483,110000,40361.27168
865,NW89PY,0,58,20,64,8,4,10,2,1,1,1,0,0,1,68,7,4,10,2,2,1,1,0,0,0,11,21,14,15,20,16,NW,0,74200,67160.71429,110000,44644.01294
866,NW89QA,0,67,20,57,4,3,10,3,1,1,1,1,0,0,64,5,3,10,3,3,1,0,0,0,0,9,19,15,15,17,17,NW,0,64100,56876.64042,110000,36592.59259
867,NW89QB,0,32,5,25,2,1,2,1,0,0,0,0,0,0,29,2,1,3,1,1,0,0,0,0,0,4,11,6,6,11,7,NW,0,59900,51994.53552,32500,32248.80383
868,NW89QD,0,36,7,35,5,2,3,1,0,0,0,0,0,0,37,4,2,4,1,1,0,0,0,0,0,8,13,6,6,13,10,NW,0,67600,60304.56853,110000,38805.97015
869,NW89QE,0,24,5,24,3,1,2,1,0,0,0,0,0,0,28,3,1,3,1,1,0,0,0,0,0,4,10,5,5,10,7,NW,0,64400,56461.53846,110000,35454.54545
870,NW89QG,0,36,9,38,3,1,5,1,1,0,1,1,0,0,38,3,1,4,1,2,0,0,0,0,0,5,16,9,8,14,9,NW,0,72000,64433.49754,110000,42720.58824
871,NW89QH,0,3,0,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,NW,0,60500,53947.36842,42500,35500
872,NW89QR,0,27,9,27,1,2,6,1,1,1,1,0,0,0,22,1,1,3,1,1,0,0,0,0,0,5,8,7,6,7,5,NW,0,61500,54161.49068,42500,34385.96491
873,NW89QS,0,21,8,23,2,1,5,1,1,1,1,0,0,0,22,1,1,3,1,1,0,0,0,0,0,5,7,4,4,9,5,NW,0,65400,57820.51282,110000,37056.45161
874,NW89QU,0,8,0,8,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,4,3,1,3,2,NW,0,67400,60333.33333,110000,39555.55556
875,NW89QX,0,62,25,61,4,2,15,2,3,4,3,1,0,0,67,7,2,10,2,3,1,1,1,0,0,11,21,10,10,23,17,NW,0,62500,54945.50409,42500,34909.09091
876,NW89QY,0,47,18,48,3,1,11,2,2,3,2,1,0,0,48,5,1,7,2,2,0,1,1,0,0,7,17,10,8,15,13,NW,0,63300,55776.51515,110000,35738.83162
877,NW89RA,0,9,1,9,1,0,1,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,4,2,1,4,3,NW,0,43000,39831.46067,32500,27383.72093
878,NW89RB,0,9,1,8,1,0,1,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,NW,0,75900,69318.18182,110000,46400
879,NW89RE,0,20,9,37,4,2,5,1,0,1,1,0,0,0,31,1,1,4,1,1,1,0,0,0,0,8,13,7,6,12,8,NW,0,74500,66722.22222,110000,42884.61538
880,NW89RF,0,37,13,33,2,2,6,2,1,1,0,0,0,0,40,3,2,7,2,1,1,0,1,0,0,6,9,10,8,10,12,NW,0,69700,62571.42857,110000,41319.44444
881,NW89RG,0,26,6,30,1,1,3,1,0,0,0,1,0,0,33,3,1,3,1,1,0,0,0,0,0,7,10,9,6,10,11,NW,0,71500,64395.97315,110000,42891.15646
882,NW89RS,0,60,18,58,6,1,10,3,3,0,2,1,0,0,58,3,0,8,2,1,2,2,1,0,0,13,16,13,12,19,16,NW,0,32300,27103.50584,17500,16567.6359
883,NW89RT,0,62,20,55,3,3,9,1,2,1,0,1,1,0,74,5,2,11,4,1,1,2,1,0,0,10,19,14,16,30,12,NW,0,36300,30620.30075,17500,18234.88045
884,NW89RU,0,61,16,55,3,2,7,2,1,2,0,0,0,0,74,5,2,9,4,0,0,2,1,0,0,11,20,14,16,32,12,NW,0,35600,30177.61989,17500,18636.36364
885,NW89RX,0,30,11,28,1,1,6,2,1,1,1,0,0,0,33,2,1,5,2,1,1,0,0,0,0,3,14,4,7,13,6,NW,0,45400,39748.95397,32500,24941.86047
886,NW89RY,0,37,17,34,1,1,8,2,2,2,1,0,0,0,44,2,1,9,3,1,2,1,1,0,0,6,15,4,10,16,7,NW,0,52400,45843.13725,32500,28940.52045
887,NW89SA,0,18,10,23,2,1,5,2,1,1,0,0,0,0,25,1,1,5,1,1,1,1,0,0,0,4,6,6,7,6,6,NW,0,73300,65581.39535,110000,43585.85859
888,NW89SB,0,24,6,16,1,0,3,1,1,1,0,0,0,0,22,1,1,3,1,0,1,0,0,0,0,1,9,2,5,9,4,NW,0,44500,38196.72131,22500,23348.83721
889,NW89SD,0,19,10,24,2,1,5,2,1,1,0,0,0,0,25,1,1,5,1,1,1,1,0,0,0,4,8,5,7,6,6,NW,0,71800,64519.23077,110000,42067.30769
890,NW89SE,0,17,14,25,2,2,8,1,2,2,1,0,0,0,28,1,2,6,1,1,1,1,0,0,0,3,6,6,8,7,6,NW,0,77600,71395.34884,110000,48829.78723
891,NW89SP,0,17,6,30,2,0,4,1,0,1,1,1,0,0,30,2,1,2,0,1,0,0,0,0,0,5,11,8,6,12,8,NW,0,71200,63723.40426,110000,41718.75
892,NW89SQ,0,52,27,58,4,3,11,4,2,2,0,0,0,0,67,4,3,16,5,2,2,1,1,1,1,14,13,16,17,13,17,NW,0,64400,57166.66667,110000,37104.43038
893,NW89ST,0,29,6,27,1,1,4,1,1,1,0,0,0,0,27,2,1,2,0,1,0,0,0,0,0,4,10,8,5,10,8,NW,0,38600,33865.24823,22500,21470.58824
894,NW89SU,0,28,5,20,1,1,3,1,0,1,0,0,0,0,22,2,1,2,0,1,0,0,0,0,0,3,8,5,4,9,5,NW,0,39900,34238.28125,22500,21210.52632
895,NW89SX,0,24,11,29,2,1,5,2,1,1,0,0,0,0,35,2,2,6,1,1,1,1,0,0,0,4,9,9,8,10,9,NW,0,57600,50034.48276,32500,31736.52695
896,NW89TA,0,35,17,48,4,3,10,1,1,1,1,3,0,0,54,4,2,7,1,1,1,0,1,1,0,9,15,10,13,17,13,NW,0,71800,64800.99502,110000,43265.30612
897,NW89TB,0,36,15,41,4,2,10,1,1,1,1,3,1,0,43,4,2,5,1,1,1,0,0,0,0,7,11,9,10,15,9,NW,0,72600,65402.29885,110000,43542.71357
898,NW89TD,0,34,9,31,3,2,7,1,0,1,1,2,0,0,31,2,1,2,1,0,0,0,0,0,0,4,10,7,7,13,7,NW,0,65000,57684.21053,110000,36850
899,NW89TG,0,33,12,36,3,2,8,1,1,1,1,2,0,0,36,3,1,4,1,1,1,0,0,0,0,6,11,8,8,13,8,NW,0,49300,41704.54545,22500,24962.54682
900,NW89TH,0,35,10,34,3,2,8,1,1,1,1,2,0,0,32,2,1,2,1,0,0,0,0,0,0,5,10,8,7,12,9,NW,0,51300,45040.16064,32500,28844.69697
901,NW89TT,0,42,17,43,3,3,9,1,3,1,1,0,0,0,50,3,1,8,2,1,2,1,1,0,0,10,12,9,12,17,10,NW,0,57500,49820.78853,32500,31508.47458
902,NW89TU,0,30,15,35,2,2,8,1,2,1,1,1,0,0,40,2,1,7,1,1,2,1,1,0,0,10,9,6,10,14,7,NW,0,58100,51190.47619,42500,33067.63285
903,NW89TX,0,41,22,55,5,3,14,2,3,1,2,2,1,0,50,5,1,8,2,1,1,2,1,0,0,9,16,11,12,15,10,NW,0,62600,55110.61947,110000,34761.90476
904,NW89TY,0,21,8,25,3,1,5,1,1,1,1,0,0,0,22,2,1,3,1,0,0,1,0,0,0,4,8,5,5,8,4,NW,0,59100,51500,42500,33401.36054
905,NW89UG,0,22,15,30,3,3,9,2,1,2,1,0,0,0,27,1,2,6,1,2,1,0,0,0,0,5,6,7,4,10,6,NW,0,76100,69198.11321,110000,45909.09091
906,NW89UJ,0,33,25,47,3,3,15,4,2,2,1,1,1,1,50,3,2,10,2,1,2,2,1,0,0,8,12,9,14,12,11,NW,0,75800,68662.42038,110000,45437.15847
907,NW89UL,0,30,12,30,2,1,9,2,2,2,1,1,0,0,32,3,1,3,1,1,0,0,0,0,0,4,10,5,5,11,10,NW,1,66400,58988.09524,110000,37890.17341
