,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5g,Q5h,Q5i,Q5j,Q5l,Q20,Q21,Q22,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea,Number of council services accessed,Information about public services,Publication Use,Usefulness of offline publication,Financial Worry
278,0.0,28.0,Female,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,3.0,0.0,No,3,7,8,5,10,1.0,1.0,1.0,NHS,UK  ,9.0,NW88QT,Regent's Park,E00023910,0.0,2.4,Online,,Not Concerned
279,0.0,23.0,Male,Working - Full Time (30+ HRS),White - Western European (type in),5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,8,7,8,8,1.0,1.0,1.0,Private,UK  ,9.0,SW1V3NB,Tachbrook,E00175225,0.0,2.4,Online and Offline,2.0,Not Concerned
280,0.0,42.0,Female,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,Rents (With Or Without Housing Benefit),3,4.0,1.0,No,3,9,8,9,7,1.0,1.0,1.0,NHS,UK  ,6.0,NW87JP,Regent's Park,E00023904,0.0,2.0,Online,,Not Concerned
281,0.0,40.0,Male,Working - Full Time (30+ HRS),Black or Black British -  Caribbean,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Part Owns And Part Rents (shared Ownership),2,2.0,0.0,No,3,11,9,7,9,1.0,1.0,1.0,NHS,UK  ,6.0,NW14RH,Regent's Park,E00023904,0.0,3.0,Online and Offline,2.0,Not Concerned
282,0.0,40.0,Male,Working - Full Time (30+ HRS),White - British,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,10,7,9,8,1.0,1.0,1.0,NHS,UK  ,9.0,SW1V3LL,Tachbrook,E00175258,0.0,2.0,Online and Offline,2.5,Not Concerned
283,0.0,32.0,Female,other,White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,7,7,7,7,1.0,1.0,1.0,NHS,UK  ,6.0,NW88QX,Regent's Park,E00023909,0.0,3.0,Online and Offline,2.0,Not Concerned
284,0.0,40.0,Male,Working - Full Time (30+ HRS),Mixed - White and Black - African,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,3.0,1.0,No,3,10,11,8,10,2.0,2.0,2.0,NHS,UK  ,7.0,SW1V3AX,Tachbrook,E00175225,0.0,2.6,Online and Offline,2.0,Not Concerned
285,0.0,22.0,Female,other,Asian or Asian British - Bangladeshi,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,Rents A Room In A Shared Property,4,2.0,0.0,No,3,7,9,9,5,1.0,1.0,1.0,NHS,UK  ,7.0,NW87JH,Regent's Park,E00023883,0.0,2.6,Online and Offline,2.0,Concerned
286,0.0,39.0,Male,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,9,8,10,8,1.0,1.0,1.0,NHS,UK  ,7.0,NW88QX,Regent's Park,E00023909,0.0,2.6,Online and Offline,2.0,Not Concerned
287,0.0,40.0,Male,Working - Full Time (30+ HRS),Black or Black British -  Caribbean,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,9,9,8,8,1.0,1.0,1.0,NHS,UK  ,7.0,NW87EA,Regent's Park,E00023883,0.0,2.4,Online and Offline,2.0,Not Concerned
288,0.0,21.0,Male,Full-Time Student,Mixed - White and Black - African,1.0,1.0,,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,Rents (With Or Without Housing Benefit),3,3.0,0.0,No,3,10,10,9,2,1.0,1.0,1.0,NHS,UK  ,9.0,W26HP,Hyde Park,E00023653,0.0,2.0,Offline,1.0,Not Concerned
289,0.0,47.0,Male,Working - Full Time (30+ HRS),White - British,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,5.0,2.0,No,3,10,9,9,3,1.0,1.0,1.0,NHS,UK  ,9.0,NW86DY,Abbey Road,E00023444,0.0,3.0,Offline,2.0,Not Concerned
290,0.0,57.0,Male,Retired,White - British,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Rents (With Or Without Housing Benefit),3,5.0,2.0,Yes,3,10,9,8,2,1.0,1.0,1.0,NHS,UK  ,8.0,NW86EH,Abbey Road,E00023437,1.0,2.0,Offline,1.0,Not Concerned
291,0.0,,Female,Working - Full Time (30+ HRS),White - British,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Owns Outright,2,2.0,0.0,No,3,10,9,7,1,1.0,1.0,1.0,NHS,UK  ,9.0,W21QG,Hyde Park,E00023646,0.0,2.0,Offline,2.0,Not Concerned
292,0.0,19.0,Female,Full-Time Student,White - British,2.0,2.0,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,Rents (With Or Without Housing Benefit),6,6.0,0.0,No,3,10,9,10,2,1.0,1.0,1.0,NHS,UK  ,9.0,NW86DY,Abbey Road,E00023444,0.0,2.0,Offline,1.5,Not Concerned
293,0.0,62.0,Male,other,Mixed - Any other mixed background (type in),3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,Rents (With Or Without Housing Benefit),3,4.0,0.0,No,3,9,8,8,2,1.0,1.0,1.0,NHS,,8.0,NW86DY,Abbey Road,E00023444,0.0,2.0,Offline,2.0,Concerned
294,0.0,,Female,Working - Full Time (30+ HRS),Asian or Asian British - Indian,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,Owns Outright,2,2.0,0.0,No,3,10,9,8,2,1.0,1.0,1.0,NHS,UK  ,8.0,NW86BJ,Abbey Road,E00023449,0.0,2.0,None,,Concerned
295,0.0,20.0,Female,Working - Full Time (30+ HRS),White - Western European (type in),1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,9,9,9,2,1.0,1.0,1.0,NHS,,3.0,W21QB,Hyde Park,E00023646,0.0,3.0,None,,Not Concerned
296,0.0,32.0,Male,Working - Full Time (30+ HRS),White - Western European (type in),2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,8,8,7,8,1.0,1.0,1.0,NHS,,4.0,REF,Hyde Park,,0.0,1.0,Offline,2.0,Not Concerned
297,0.0,65.0,Female,Retired,Asian or Asian British - Pakistani,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,Rents (With Or Without Housing Benefit),2,5.0,0.0,No,3,10,9,8,2,1.0,1.0,1.0,NHS,UK  ,8.0,W23UF,Hyde Park,E00023655,0.0,1.6,Offline,1.0,Not Concerned
298,0.0,65.0,Female,Retired,White - Irish,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,Owns Outright,2,4.0,0.0,No,3,8,8,6,4,1.0,1.0,1.0,NHS,UK  ,9.0,NW89TX,Abbey Road,E00023444,0.0,1.0,Offline,1.0,Not Concerned
299,0.0,30.0,Female,Working - Full Time (30+ HRS),Asian or Asian British - Chinese ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,Owns Outright,2,4.0,1.0,No,3,10,9,7,2,1.0,1.0,1.0,NHS,,2.0,NW86AH,Abbey Road,E00023449,0.0,2.0,Offline,1.0,Not Concerned
300,0.0,26.0,Female,Working - Full Time (30+ HRS),Any - Other White background (type in),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,11,11,11,1,1.0,1.0,1.0,NHS,,3.0,W26HP,Hyde Park,E00023653,0.0,2.0,None,,Not Concerned
301,0.0,30.0,Female,Working - Full Time (30+ HRS),Asian or Asian British - Indian,1.0,2.0,2.0,4.0,,3.0,4.0,4.0,4.0,3.0,2.0,3.0,Rents (With Or Without Housing Benefit),1,1.0,0.0,No,3,12,12,12,12,2.0,2.0,2.0,NHS,,4.0,W26HP,Hyde Park,E00023653,0.0,2.0,Offline,2.0,Not Concerned
302,0.0,43.0,Male,Working - Full Time (30+ HRS),Asian or Asian British - Pakistani,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Owns With A Mortgage Or Loan,2,4.0,0.0,No,3,9,9,9,2,1.0,1.0,1.0,NHS,UK  ,8.0,W23UF,Hyde Park,E00023655,0.0,2.0,Offline,1.0,Not Concerned
303,0.0,24.0,Male,Full-Time Student,Asian or Asian British - Bangladeshi,2.0,2.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,9,9,9,1,1.0,1.0,1.0,NHS,UK  ,9.0,W21JG,Hyde Park,E00023647,0.0,1.6,Offline,1.0,Not Concerned
304,0.0,,Female,Working - Full Time (30+ HRS),White - British,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,6,8,6,1,1.0,1.0,1.0,NHS,UK  ,9.0,W26HP,Hyde Park,E00023653,0.0,1.0,Offline,1.0,Not Concerned
305,0.0,32.0,Male,other,Asian or Asian British - Any other Asian Background (type in),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Rents (With Or Without Housing Benefit),4,2.0,0.0,No,3,8,7,7,5,1.0,1.0,1.0,NHS,,5.0,W21QD,Hyde Park,E00175187,0.0,2.0,Offline,1.0,Concerned
306,0.0,,Female,other,Asian or Asian British - Indian,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,Rents (With Or Without Housing Benefit),3,3.0,0.0,No,3,6,5,6,9,2.0,2.0,2.0,NHS,UK  ,9.0,W21QG,Hyde Park,E00023646,0.0,2.0,Offline,6.0,Not Concerned
307,0.0,66.0,Male,other,Asian or Asian British - Bangladeshi,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,Rents (With Or Without Housing Benefit),2,4.0,0.0,No,3,10,9,9,6,1.0,1.0,1.0,NHS,UK  ,8.0,W21JG,Hyde Park,E00023647,0.0,2.0,Offline,1.0,Not Concerned
308,0.0,,Female,"Unemployed, Not Registered-Seeking Work",Asian or Asian British - Pakistani,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,3.0,Owns With A Mortgage Or Loan,2,2.0,0.0,No,3,9,9,9,2,1.0,1.0,1.0,NHS,UK  ,9.0,W21QB,Hyde Park,E00023646,0.0,2.0,Offline,1.0,Not Concerned
309,0.0,52.0,Male,Working - Full Time (30+ HRS),White - British,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,Owns With A Mortgage Or Loan,2,3.0,0.0,No,3,9,9,9,2,1.0,1.0,1.0,NHS,UK  ,9.0,W21JG,Hyde Park,E00023647,0.0,1.4,Offline,1.0,Not Concerned
310,0.0,74.0,Male,Retired,Asian or Asian British - Pakistani,2.0,2.0,,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,Owns Outright,3,6.0,0.0,No,3,10,10,10,1,1.0,1.0,1.0,NHS,UK  ,8.0,NW89TX,Abbey Road,E00023444,0.0,2.0,Offline,1.0,Not Concerned
311,0.0,,Male,Working - Full Time (30+ HRS),White - British,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,10,9,8,2,1.0,1.0,1.0,NHS,UK  ,9.0,W26HP,Hyde Park,E00023653,0.0,2.0,None,,Not Concerned
312,0.0,41.0,Male,Working - Full Time (30+ HRS),White - British,5.0,5.0,3.0,5.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,Owns Outright,2,2.0,0.0,Yes,3,9,10,10,5,,,,NHS,UK  ,9.0,W26NN,Westbourne,E00024104,0.0,2.0,Online and Offline,2.0,Not Concerned
313,0.0,78.0,Female,Retired,White - British,4.0,4.0,,4.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,Rents (With Or Without Housing Benefit),2,1.0,0.0,No,3,10,10,11,2,2.0,2.0,2.0,NHS,UK  ,9.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,1.8,Online and Offline,1.5,Not Concerned
314,0.0,26.0,Female,Working - Full Time (30+ HRS),White - British,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,Owns Outright,2,2.0,0.0,No,3,10,9,10,2,2.0,1.0,1.0,NHS,UK  ,9.0,W26NN,Westbourne,E00024104,0.0,2.5,Offline,3.0,Not Concerned
315,0.0,31.0,Female,Working - Full Time (30+ HRS),Any - Other White background (type in),2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,2.0,1.0,No,3,11,9,10,3,1.0,1.0,1.0,NHS,,3.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,1.8,Online and Offline,5.0,Not Concerned
316,0.0,50.0,Male,"Unemployed, Not Registered-Seeking Work",Black or Black British - African ,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,Rents (With Or Without Housing Benefit),4,3.0,0.0,No,3,8,8,7,4,2.0,2.0,2.0,NHS,UK  ,8.0,W26NN,Westbourne,E00024104,0.0,2.0,Online and Offline,2.0,Concerned
317,0.0,71.0,Male,Retired,White - British,3.0,5.0,,5.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,Owns Outright,3,1.0,0.0,No,2,8,9,8,4,2.0,2.0,2.0,NHS,UK  ,9.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,2.0,Online and Offline,2.0,Not Concerned
318,0.0,47.0,Male,Working - Full Time (30+ HRS),White - British,2.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,Owns Outright,1,4.0,2.0,No,3,9,9,9,2,1.0,1.0,1.0,NHS,UK  ,9.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,2.0,Online and Offline,1.6666666666666667,Not Concerned
319,0.0,39.0,Male,Working - Full Time (30+ HRS),Any - Other White background (type in),1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,Rents (With Or Without Housing Benefit),1,2.0,1.0,No,3,11,10,11,1,1.0,1.0,1.0,NHS,,4.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,1.0,Online and Offline,1.0,Not Concerned
320,0.0,30.0,Female,Working - Full Time (30+ HRS),Asian or Asian British - Any other Asian Background (type in),5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,Rents (With Or Without Housing Benefit),2,3.0,0.0,No,3,11,9,9,3,1.0,1.0,1.0,NHS,,6.0,W26NN,Westbourne,E00024104,0.0,2.0,Online and Offline,1.0,Not Concerned
321,0.0,24.0,Female,other,White - British,3.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,Rents (With Or Without Housing Benefit),2,3.0,0.0,No,3,6,6,8,6,1.0,1.0,1.0,Private,,4.0,W1H7BT,Bryanston and Dorset Square,E00023506,0.0,2.0,Online,,Not Concerned
322,0.0,22.0,Female,Working - Full Time (30+ HRS),White - British,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,Rents (With Or Without Housing Benefit),2,1.0,0.0,No,3,9,9,11,2,1.0,1.0,1.0,NHS,UK  ,9.0,W26NN,Westbourne,E00024104,0.0,2.0,Online and Offline,3.0,Not Concerned
323,0.0,59.0,Female,"Unemployed, Not Registered-Seeking Work",White - British,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,Owns Outright,1,3.0,0.0,No,3,11,11,11,4,1.0,1.0,1.0,NHS,UK  ,9.0,REF,Bryanston and Dorset Square,,0.0,2.0,Online and Offline,2.0,Not Concerned
324,0.0,43.0,Male,Working - Full Time (30+ HRS),Asian or Asian British - Chinese ,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,Owns Outright,3,3.0,0.0,No,3,10,9,10,2,1.0,1.0,1.0,NHS,,7.0,W26NN,Westbourne,E00024104,0.0,2.0,Online,,Concerned
325,0.0,30.0,Male,"Unemployed, Not Registered-Seeking Work",Black or Black British - Any other black background (type in),3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,Rents (With Or Without Housing Benefit),2,3.0,0.0,Yes,3,9,9,6,6,1.0,1.0,1.0,NHS,UK  ,9.0,W26NN,Westbourne,E00024104,0.0,2.0,None,,Not Concerned
326,0.0,50.0,Female,Working - Full Time (30+ HRS),Any - Other White background (type in),1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Rents (With Or Without Housing Benefit),2,1.0,0.0,No,3,7,9,8,5,1.0,1.0,2.0,NHS,,5.0,W1H7ER,Bryanston and Dorset Square,E00023506,0.0,2.0,Online and Offline,1.0,Not Concerned
327,0.0,68.0,Female,Retired,White - British,3.0,4.0,,4.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,Rents (With Or Without Housing Benefit),3,1.0,0.0,No,3,9,8,9,3,2.0,2.0,2.0,NHS,UK  ,9.0,W26NN,Westbourne,E00024104,0.0,2.0,Online and Offline,2.0,Not Concerned
328,0.0,,Male,other,White - British,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),2,3.0,,No,3,10,10,10,5,1.0,1.0,1.0,NHS,UK  ,7.0,W104EH,Queen's Park,E00023863,0.0,2.4,Offline,2.0,Not Concerned
329,0.0,,Male,Working - Full Time (30+ HRS),Asian or Asian British - Any other Asian Background (type in),4.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),2,4.0,,No,3,11,11,10,5,1.0,2.0,1.0,NHS,UK  ,8.0,W104EH,Queen's Park,E00023863,0.0,1.8,Online,,Not Concerned
330,0.0,,Female,Working - Full Time (30+ HRS),White - British,2.0,4.0,2.0,4.0,,3.0,4.0,4.0,4.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),2,2.0,0.0,No,3,10,10,10,4,1.0,1.0,1.0,NHS,UK  ,9.0,W93AT,Queen's Park,E00023853,1.0,1.8,Offline,2.0,Not Concerned
331,0.0,44.0,Male,Working - Full Time (30+ HRS),Black or Black British - African ,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),3,2.0,2.0,No,3,10,10,10,5,1.0,1.0,1.0,NHS,UK  ,8.0,W104EH,Queen's Park,E00023863,0.0,2.2,Offline,2.0,Not Concerned
332,0.0,,Female,Retired,White - British,5.0,4.0,,4.0,4.0,,4.0,4.0,4.0,3.0,2.0,2.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,Yes,1,8,7,7,5,1.0,1.0,2.0,NHS,UK  ,9.0,W93AT,Queen's Park,E00023853,1.0,1.8,Offline,1.5,Concerned
333,0.0,,Male,other,White - British,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),6,1.0,1.0,No,3,9,8,9,5,1.0,2.0,2.0,NHS,UK  ,9.0,W93AS,Queen's Park,E00023853,0.0,2.2,Offline,2.0,Not Concerned
334,0.0,82.0,Female,Retired,Asian or Asian British - Any other Asian Background (type in),4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,Owns With A Mortgage Or Loan,2,1.0,0.0,Yes,2,6,6,6,4,3.0,3.0,2.0,NHS,UK  ,8.0,W104EH,Queen's Park,E00023863,0.0,2.4,Offline,2.0,Not Concerned
335,0.0,,Female,Retired,Black or Black British -  Caribbean,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,Owns With A Mortgage Or Loan,2,4.0,,No,3,10,10,10,5,2.0,1.0,2.0,NHS,UK  ,8.0,W93AT,Queen's Park,E00023853,1.0,1.8,Offline,2.0,Not Concerned
336,0.0,,Female,Working - Full Time (30+ HRS),Asian or Asian British - Any other Asian Background (type in),2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,Owns Outright,2,2.0,0.0,No,3,10,10,10,6,2.0,1.0,2.0,NHS,UK  ,8.0,W93AT,Queen's Park,E00023853,0.0,2.2,Offline,2.0,Not Concerned
337,0.0,,Male,Working - Full Time (30+ HRS),Asian or Asian British - Bangladeshi,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,Rents (With Or Without Housing Benefit),5,1.0,0.0,No,3,8,7,8,6,2.0,2.0,1.0,NHS,UK  ,9.0,W104EH,Queen's Park,E00023863,0.0,3.2,None,,Not Concerned
338,0.0,,Male,Working - Full Time (30+ HRS),Mixed - White and Black - African,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,Rents (With Or Without Housing Benefit),6,2.0,0.0,No,3,10,9,9,4,2.0,1.0,2.0,NHS,UK  ,,W93AT,Queen's Park,E00023853,0.0,2.6,Offline,2.0,Not Concerned
339,1.0,,Female,Retired,White - British,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,10,10,10,5,2.0,2.0,1.0,NHS,UK  ,8.0,W104EH,Queen's Park,E00023863,1.0,3.2,Offline,2.0,Not Concerned
340,0.0,45.0,Female,Working - Full Time (30+ HRS),White - British,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,Rents (With Or Without Housing Benefit),2,3.0,0.0,No,3,8,7,8,4,1.0,1.0,1.0,NHS,UK  ,8.0,W104EH,Queen's Park,E00023863,0.0,2.4,Offline,2.5,Not Concerned
341,0.0,46.0,Male,Working - Full Time (30+ HRS),Black or Black British - African ,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,Rents (With Or Without Housing Benefit),1,2.0,2.0,No,3,8,8,9,5,1.0,1.0,1.0,NHS,UK  ,5.0,W104EH,Queen's Park,E00023863,1.0,2.6,Offline,2.0,Not Concerned
342,0.0,,Male,Working - Full Time (30+ HRS),White - British,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,Owns Outright,2,2.0,,No,3,10,9,8,5,2.0,2.0,2.0,NHS,UK  ,9.0,W93AS,Queen's Park,E00023853,0.0,2.8,Offline,2.0,Not Concerned
343,0.0,63.0,Male,Working - Full Time (30+ HRS),Black or Black British -  Caribbean,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,Owns With A Mortgage Or Loan,2,2.0,0.0,No,3,10,10,10,4,2.0,1.0,2.0,NHS,UK  ,8.0,W93AT,Queen's Park,E00023853,0.0,1.8,Offline,2.0,Not Concerned
344,0.0,28.0,Female,Working - Full Time (30+ HRS),Mixed - White and Black - African,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,Rents (With Or Without Housing Benefit),6,2.0,0.0,No,3,9,7,9,9,1.0,1.0,1.0,NHS,UK  ,3.0,REF,Knightsbridge and Belgravia,,0.0,2.4,Online,,Not Concerned
345,0.0,36.0,Male,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,Rents (With Or Without Housing Benefit),6,2.0,0.0,No,3,7,8,7,7,1.0,1.0,1.0,NHS,UK  ,7.0,SW1W9AQ,Knightsbridge and Belgravia,E00023658,0.0,3.0,Online and Offline,2.0,Not Concerned
346,0.0,51.0,Male,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,7,6,8,8,1.0,1.0,1.0,NHS,UK  ,7.0,REF,Knightsbridge and Belgravia,,0.0,3.0,Online and Offline,2.0,Not Concerned
347,0.0,70.0,Male,Retired,White - British,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,7,8,6,8,1.0,1.0,1.0,None of these,UK  ,7.0,SW1W9AG,Knightsbridge and Belgravia,E00023658,0.0,2.4,Online,,Not Concerned
348,0.0,32.0,Female,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),6,2.0,0.0,No,3,7,9,8,8,1.0,1.0,1.0,NHS,UK  ,7.0,REF,Knightsbridge and Belgravia,,0.0,3.0,Online,,Not Concerned
349,1.0,50.0,Female,other,White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,8,9,7,8,1.0,1.0,1.0,NHS,UK  ,9.0,REF,Knightsbridge and Belgravia,,0.0,2.8,Online and Offline,2.0,Not Concerned
350,0.0,40.0,Female,Working - Full Time (30+ HRS),Black or Black British - African ,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),3,4.0,2.0,No,3,7,8,7,7,1.0,1.0,1.0,Private,UK  ,7.0,REF,Knightsbridge and Belgravia,,0.0,2.0,Online and Offline,2.0,Not Concerned
351,0.0,67.0,Male,Retired,White - British,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,Rents (With Or Without Housing Benefit),6,2.0,0.0,No,3,7,7,7,7,1.0,1.0,1.0,NHS,UK  ,7.0,SW1W9AE,Knightsbridge and Belgravia,E00023688,0.0,2.0,Online and Offline,2.0,Not Concerned
352,0.0,27.0,Female,Working - Full Time (30+ HRS),White - British,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,Rents (With Or Without Housing Benefit),3,2.0,0.0,No,3,9,10,9,5,2.0,2.0,1.0,NHS,UK  ,9.0,W92PY,Little Venice,E00023744,0.0,2.4,Online and Offline,2.5,Concerned
