,Q12 Online,Q28,Q4_Other Ethnic groups - Any other background (type in),Q4_Asian or Asian British - Chinese ,Q5h,Q4_Any - Other White background (type in),Q38,Q36a,Q4_Asian or Asian British - Bangladeshi,Q22_Part Owns And Part Rents (shared Ownership),"Q3_Unemployed, Not Registered-Seeking Work",Q4_White - Eastern European  (type in),Q21,Q5a,Q20,Q22_Owns Outright,Information about public services,Q3_Working - Part Time (8 - 29 HRS),Q3_Full-Time Student,Q4_Mixed - White and Black - African,Q4_Asian or Asian British - Any other Asian Background (type in),Q5j,Q5e,Q22_Live Here Rent Free,Q35,Q3_Working - Full Time (30+ HRS),Q4_Asian or Asian British - Pakistani,AcornTypeCode,Q3_Retired,AGE,Q4_Black or Black British - Any other black background (type in),Q3_Unemployed due to ill health,Q34,Q31,Q5l,Usefulness of offline publication,Q37a,Q5c,Q4_(Refused),Q36c,Q12 Offline,Q3_Registered Unemployed (Job Seeker's Allowance),Q4_Black or Black British -  Caribbean,Q5d,Q30,Q5b,Ward,Q33,Q4_White - Western European,Financial Worry,Q27,Q4_Asian or Asian British - Indian,Q22_Owns With A Mortgage Or Loan,Q36b,Q22_Rents A Room In A Shared Property,S1,Q32,Q4_Other Ethnic groups - Arab,Q5g,Q4_Black or Black British - African ,Q4_Mixed - White and Black - Caribbean,Q29,Number of Council Services accessed,Q25,Q4_White - Irish,Q22_Rents (With Or Without Housing Benefit),Q5i
193,0.0,0.0,0.0,0.0,0.8,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.8,0.25,0.0,0.5,0.0,0.0,0.0,0.0,1.0,,0.0,0.16666666666666666,0.0,0.0,0.3225806451612903,0.0,0.6914893617021277,0.0,0.0,0.6666666666666666,0.5,1.0,0.16666666666666666,0.0,,1.0,0.3333333333333333,0.25,0.0,0.0,,1.0,0.8,0.1,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0
194,0.0,,0.0,0.0,0.4,0.0,0.7777777777777778,0.6666666666666666,0.0,0.0,0.0,0.0,0.75,0.4,0.125,0.0,0.75,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.25,0.0,0.0,0.3225806451612903,0.0,0.2127659574468085,0.0,0.0,0.6666666666666666,0.5,0.4,,1.0,0.6,0.0,0.6666666666666666,0.0,0.0,0.0,0.4,1.0,0.6,0.1,0.6666666666666666,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,1.0,0.4,0.0,0.0,,0.0,1.0,0.0,1.0,0.4
195,0.0,0.05555555555555555,0.0,0.0,0.6,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,0.25,0.0,0.5,1.0,0.0,0.0,1.0,0.6,0.6,0.0,0.16666666666666666,0.0,0.0,0.3225806451612903,0.0,,0.0,0.0,0.75,0.5,0.6,,0.0,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,1.0,0.6,0.1,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
196,0.25,0.0,0.0,0.0,0.4,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.75,0.6,0.125,0.0,,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.75,1.0,0.0,0.25806451612903225,0.0,0.26595744680851063,0.0,0.0,0.3333333333333333,0.0,0.6,,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.6,0.3,0.5,1.0,0.125,0.041666666666666664,0.0,0.0,1.0,0.0,1.0,0.5833333333333334,0.0,0.6,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.6
197,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.25,0.0,0.75,0.0,0.0,0.0,1.0,,0.2,0.0,0.25,1.0,0.0,0.3225806451612903,0.0,,0.0,0.0,0.6666666666666666,0.5,0.6,0.8333333333333334,1.0,0.2,0.0,0.3333333333333333,0.5,0.0,0.0,0.2,1.0,0.6,0.1,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.6
198,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.25,0.0,0.45,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4166666666666667,1.0,0.0,0.25806451612903225,0.0,0.2872340425531915,0.0,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,1.0,0.4,0.0,0.3333333333333333,0.5,0.0,0.0,0.2,1.0,0.2,0.1,0.75,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.2
199,0.0,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,0.25,0.0,,0.0,1.0,0.0,0.0,0.2,,0.0,0.16666666666666666,0.0,0.0,0.3225806451612903,0.0,0.22340425531914893,0.0,0.0,0.6666666666666666,0.5,0.2,,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,1.0,0.8,0.1,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.2
200,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.4,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,,0.0,0.0,0.6666666666666666,0.5,0.4,0.16666666666666666,1.0,0.2,0.0,0.3333333333333333,0.5,0.0,1.0,0.4,1.0,0.4,0.3,0.75,0.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.6
201,0.0,0.0,0.0,0.0,0.8,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.25,1.0,0.9,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,0.3404255319148936,0.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,0.0,0.6,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,0.8,0.3,0.75,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6
202,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.4,0.125,1.0,0.25,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.16666666666666666,0.0,0.0,0.25806451612903225,1.0,0.7446808510638298,0.0,0.0,0.8333333333333334,0.5,0.2,0.3333333333333333,1.0,,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.8,0.3,0.8333333333333334,1.0,0.0,0.20833333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.8,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.2
203,0.0,0.027777777777777776,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.25,0.0,0.75,0.0,1.0,0.0,1.0,0.4,0.4,0.0,0.16666666666666666,0.0,0.0,0.3225806451612903,0.0,,0.0,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,1.0,0.4,0.0,0.3333333333333333,0.25,0.0,0.0,0.4,1.0,0.4,0.1,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
204,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,1.0,0.5,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,0.2553191489361702,0.0,0.0,0.75,0.5,0.8,,1.0,0.8,0.0,0.3333333333333333,0.0,0.0,0.0,0.8,1.0,0.8,0.3,0.75,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.6,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0
205,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,0.30851063829787234,0.0,0.0,0.6666666666666666,0.5,0.4,0.16666666666666666,1.0,0.4,0.0,0.3333333333333333,0.5,0.0,0.0,0.4,1.0,0.4,0.1,0.75,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.4
206,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.2,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,0.26595744680851063,0.0,0.0,0.8333333333333334,0.5,0.2,0.5,1.0,0.2,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,1.0,0.2,0.3,0.8333333333333334,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.2
207,0.0,0.0,0.0,0.0,0.4,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.4,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.16666666666666666,0.0,1.0,0.25806451612903225,1.0,0.5425531914893617,0.0,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,1.0,,0.0,0.3333333333333333,0.75,0.0,0.0,0.4,1.0,0.4,0.3,0.8333333333333334,0.0,0.0,0.20833333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2
208,0.0,0.0,0.0,0.0,0.6,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.75,1.0,0.125,0.0,0.65,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4166666666666667,0.0,0.0,0.8709677419354839,0.0,0.3404255319148936,0.0,1.0,0.4166666666666667,0.5,0.4,0.8333333333333334,0.0,0.2,0.0,0.6666666666666666,0.25,0.0,0.0,0.4,0.6666666666666666,1.0,0.25,0.4166666666666667,1.0,0.125,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.2
209,0.5,0.0,0.0,0.0,0.8,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.45,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.6666666666666666,1.0,0.0,0.8870967741935484,0.0,0.574468085106383,0.0,0.0,0.6666666666666666,0.5,0.8,0.16666666666666666,1.0,0.8,0.0,0.6666666666666666,0.25,0.0,0.0,0.8,1.0,0.8,0.25,0.75,0.0,0.0,0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.8,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8
210,0.5,0.027777777777777776,0.0,0.0,0.8,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.8,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.6666666666666666,1.0,0.0,0.8870967741935484,0.0,0.5531914893617021,0.0,0.0,0.8333333333333334,0.5,0.8,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.25,0.0,0.0,1.0,1.0,0.8,0.25,0.75,0.0,0.125,0.125,1.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.6
211,0.0,0.0,0.0,0.0,0.8,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.6,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.5,0.0,0.0,0.8709677419354839,1.0,0.9148936170212766,0.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,1.0,0.2,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,1.0,1.0,0.25,0.5833333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.6
212,0.25,0.027777777777777776,0.0,0.0,0.8,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.6,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6666666666666666,0.0,0.0,0.8870967741935484,0.0,0.2553191489361702,0.0,0.0,0.75,0.5,0.4,,1.0,,0.0,0.3333333333333333,0.0,0.0,0.0,,1.0,1.0,0.25,0.5,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,1.0,0.0,0.8333333333333334,0.0,0.8,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.2
213,0.25,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.125,0.0,0.45,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.4166666666666667,0.0,0.0,0.8709677419354839,0.0,0.22340425531914893,0.0,0.0,0.9166666666666666,0.5,0.6,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,1.0,0.6,0.25,0.8333333333333334,1.0,0.125,0.125,0.0,0.0,0.3333333333333333,0.0,1.0,0.9166666666666666,0.0,0.2,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,0.2
214,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6666666666666666,1.0,0.0,0.8709677419354839,0.0,0.6382978723404256,0.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.8,0.25,0.6666666666666666,0.0,0.125,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.6
215,0.25,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6666666666666666,1.0,0.0,0.8709677419354839,0.0,0.5,0.0,0.0,0.8333333333333334,0.5,0.6,0.3333333333333333,0.0,0.4,0.0,0.3333333333333333,0.25,0.0,0.0,1.0,1.0,1.0,0.25,0.8333333333333334,1.0,0.125,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.2
216,0.25,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.5833333333333334,1.0,0.0,0.8709677419354839,0.0,0.6170212765957447,0.0,0.0,0.9166666666666666,0.5,0.8,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.25,0.0,0.0,1.0,1.0,0.6,0.25,0.9166666666666666,0.0,0.0,0.125,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.2
217,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.6,0.0,0.5833333333333334,0.0,0.0,0.8709677419354839,0.0,0.5106382978723404,0.0,0.0,0.6666666666666666,0.5,0.8,0.16666666666666666,0.0,0.8,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,1.0,1.0,0.25,0.9166666666666666,0.0,0.125,0.2916666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.9166666666666666,0.0,0.8,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,1.0
218,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.4,0.125,0.0,0.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.75,0.0,0.0,0.25806451612903225,0.0,0.46808510638297873,0.0,0.0,0.75,0.5,0.2,,1.0,,0.0,0.6666666666666666,0.0,0.0,0.0,,1.0,0.4,0.25,0.75,1.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.8,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.2
219,0.5,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.75,1.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6666666666666666,1.0,0.0,0.8709677419354839,0.0,0.574468085106383,0.0,0.0,0.75,0.5,0.8,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.0,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.0,0.125,0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.2
220,0.5,0.0,0.0,0.0,0.6,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.125,0.0,0.55,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.25,1.0,0.0,0.8870967741935484,0.0,,0.0,0.0,0.75,0.5,0.6,,1.0,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,1.0,0.8,0.25,0.75,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.9166666666666666,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
221,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.75,1.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.16666666666666666,0.0,0.0,0.8709677419354839,1.0,0.6595744680851063,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.25,0.0,0.0,1.0,0.6666666666666666,0.8,0.25,0.5,1.0,0.125,0.041666666666666664,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0
222,0.25,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,1.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.3333333333333333,0.0,0.0,0.8709677419354839,0.0,0.3723404255319149,0.0,0.0,0.3333333333333333,0.5,0.8,0.16666666666666666,1.0,1.0,0.0,0.3333333333333333,0.25,0.0,0.0,1.0,0.6666666666666666,1.0,0.25,0.6666666666666666,0.0,0.25,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.8
223,0.5,0.0,0.0,0.0,0.6,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,1.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5833333333333334,0.0,0.0,0.8870967741935484,0.0,0.3404255319148936,0.0,0.0,0.5833333333333334,0.5,0.6,,1.0,,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,1.0,0.6,0.25,0.4166666666666667,0.0,0.125,0.125,0.0,0.0,0.6666666666666666,0.0,1.0,0.8333333333333334,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0
224,0.0,0.0,0.0,0.0,0.8,0.0,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.125,0.0,0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.0,0.3333333333333333,0.0,0.0,0.8709677419354839,0.0,0.5851063829787234,0.0,0.0,0.6666666666666666,0.5,0.8,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,0.3333333333333333,0.8,0.25,0.16666666666666666,0.0,0.125,0.041666666666666664,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.8,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.8
225,0.0,0.027777777777777776,0.0,0.0,0.8,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.75,0.8,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.4166666666666667,0.0,0.0,0.8709677419354839,0.0,0.4574468085106383,0.0,0.0,0.5833333333333334,0.5,0.8,0.3333333333333333,1.0,,0.0,0.6666666666666666,0.25,0.0,1.0,0.8,1.0,0.8,0.25,0.25,0.0,0.25,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8
226,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.6,0.0,0.5833333333333334,0.0,0.0,0.8709677419354839,0.0,0.5,0.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.25,0.0,0.0,1.0,1.0,1.0,0.25,0.5,1.0,0.0,0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,1.0
227,0.25,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.6,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.4166666666666667,0.0,0.0,0.8709677419354839,1.0,0.7978723404255319,0.0,0.0,0.6666666666666666,0.5,0.6,0.16666666666666666,1.0,,0.0,0.6666666666666666,0.5,0.0,0.0,1.0,0.6666666666666666,1.0,0.25,0.5,0.0,0.0,0.125,0.0,0.0,0.6666666666666666,0.0,1.0,0.75,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.6
228,0.5,0.0,0.0,0.0,0.8,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.8,0.25,0.0,0.85,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.5833333333333334,1.0,0.0,0.8709677419354839,0.0,0.24468085106382978,0.0,0.0,0.75,0.5,0.8,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.8,0.25,0.5,1.0,0.125,0.20833333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0
229,0.25,0.0,0.0,0.0,0.8,0.0,0.7777777777777778,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,0.6,0.125,0.0,0.9,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.25,1.0,0.0,0.8709677419354839,0.0,0.48936170212765956,0.0,0.0,0.75,0.5,0.2,0.5,1.0,0.8,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,0.6,0.25,0.75,0.0,0.0,0.08333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.6,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.6
230,0.25,0.0,0.0,0.0,0.8,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.8125,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.75,1.0,0.0,0.8709677419354839,0.0,0.574468085106383,0.0,0.0,0.75,0.5,0.6,0.4166666666666667,0.0,0.8,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,1.0,0.25,0.8333333333333334,0.0,0.25,0.08333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.8,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0
231,0.0,0.027777777777777776,0.0,0.0,0.8,0.0,0.4444444444444444,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.8,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.5833333333333334,0.0,0.0,0.8709677419354839,0.0,0.3723404255319149,0.0,0.0,0.75,0.5,0.8,0.16666666666666666,0.0,,0.0,0.6666666666666666,0.25,0.0,0.0,1.0,1.0,0.8,0.25,0.5833333333333334,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8
232,0.0,0.0,1.0,0.0,0.2,0.0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,0.125,0.0,,1.0,0.0,0.0,0.0,0.4,,1.0,0.4166666666666667,0.0,0.0,0.25806451612903225,0.0,0.23404255319148937,0.0,0.0,0.6666666666666666,0.5,0.2,,0.0,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,1.0,0.6,0.2,0.6666666666666666,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6
233,0.25,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.3333333333333333,1.0,0.0,0.27419354838709675,0.0,0.3829787234042553,0.0,0.0,0.6666666666666666,0.5,0.4,0.5,1.0,0.6,0.0,0.6666666666666666,0.25,0.0,0.0,0.4,1.0,0.4,0.2,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
